,best_match_score,__id_left,__id_right,Course,City,State,Country,Year,id,name,address,city,state,country,latitude,longitude
526,1.255937364010241,22_left,1547_right,The Links at Squaw Creek,Olympic Valley,California,US,2000,1548,The Resort at Squaw Creek,  400 Squaw Creek Rd,Olympic Valley,California,US,39.19991093894789,-120.21622087731683
527,-0.08412341850994316,23_left,279_right,Mimosa Park Golf Course,Tuscaloosa,Alabama,US,2000,280,Tall Pines Golf Club,  5604 Woodland Forrest Dr,Tuscaloosa,Alabama,US,33.153544255252854,-87.46651403798174
701,1.5445829751386957,24_left,1417_right,Los Angeles Country Club - North,Los Angeles,California,US,2000,1418,The Los Angeles Country Club - North,  10101 Wilshire Blvd,Los Angeles,California,US,34.067251,-118.417036
705,0.9724930952689772,25_left,1556_right,Riviera Country Club,Pacific Palisades,California,US,2000,1557,The Riviera Country Club,  1250 Capri Dr,Pacific Palisades,California,US,34.04516445,-118.50249324714892
706,1.1627108381984157,26_left,1627_right,Spyglass Hill Golf Course,Pebble Beach,California,US,2000,1628,Spyglass Hill Golf Course,  Stevenson Dr,Pebble Beach,California,US,36.599413,-121.954831
707,1.4210337229513614,27_left,1628_right,The Links at Spanish Bay,Pebble Beach,California,US,2000,1629,The Links at Spanish Bay,  2700 17 Mile Dr,Pebble Beach,California,US,36.6132634,-121.9403927
708,0.8357289199748301,28_left,17453_right,Omni Homestead (Cascades),Hot Springs,Virginia,US,2001,17454,The Homestead - Cascades,  3789 Sam Snead Hwy,Hot Springs,Virginia,US,37.949836,-79.869886
711,0.8310750113891603,29_left,17455_right,Omni Homestead (Old Course),Hot Springs,Virginia,US,2001,17456,The Homestead - Old Course,  1766 Homestead Dr.,Hot Springs,Virginia,US,37.996201,-79.828784
712,0.011158582983757402,30_left,34_right,Birmingham CC - East,Mountain Brook,Alabama,US,2001,35,Country Club of Birmingham East - East,  3325 Country Club Rd,Birmingham,Alabama,US,33.441294,-86.922268
713,1.1912466937932176,31_left,277_right,Northriver Yacht Club,Tuscaloosa,Alabama,US,2001,278,NorthRiver Yacht Club,  3100 Yatch Club Way NE,Tuscaloosa,Alabama,US,33.295097,-87.499213
714,0.7364377049124712,32_left,278_right,Ol' Colony,Tuscaloosa,Alabama,US,2001,279,Ol' Colony Golf Complex,  401 OLD COLONY RD,Tuscaloosa,Alabama,US,33.260993,-87.536405
715,1.0950343271886236,33_left,21045_right,Fairmont Chateau Whistler GC,Whistler,British Columbia,CA,2002,21046,The Fairmont Chateau Whistler Golf Club,  4612 Blackcomb Way,Whistler,British Columbia,CA,50.1205666,-122.9543041
716,1.2769834929256845,34_left,12584_right,Lake Toxaway Country Club,Lake Toxaway,North Carolina,US,2003,12585,Lake Toxaway Country Club,  4366 W Club Blvd,Lake Toxaway,North Carolina,US,35.138273,-82.952281
717,1.1548235525584256,35_left,7424_right,Congressional Country Club - Blue,Bethesda,Maryland,US,2004,7425,Congressional Country Club - Blue,  8500 River Rd,Bethesda,Maryland,US,38.9663896,-77.1058512
718,0.7307298445670153,36_left,11536_right,Maidstone Club,East Hampton,New York,US,2004,11537,The Maidstone Club - Nine Hole,  50 Old Beach Lane,East Hampton,New York,US,40.9514545,-72.1744684
720,1.1880512167008432,37_left,12108_right,National Golf Links of America,Southhampton,New York,US,2004,12109,National Golf Links of America,  405 Sebonac Inlet Rd,Southampton,New York,US,40.9082693,-72.4455174
721,1.050532935836265,38_left,4838_right,Sun Valley - Trail Creek,Sun Valley,Idaho,US,2004,4839,Sun Valley Resort Golf Course - Trail Creek Course,  1 Sun Valley Road,Sun Valley,Idaho,US,43.6948323,-114.3543956417765
722,1.5656523158073914,39_left,11816_right,Winged Foot Golf Club - West,Mamaroneck,New York,US,2005,11817,Winged Foot Golf Club - West,  851 Fenimore Rd,Mamaroneck,New York,US,40.9579064,-73.75354
723,0.26698294318346344,40_left,22612_right,Le Manoir Richelieu Golf Club,Pointe-au-Pic,Quebec,CA,2005,22613,Fairmont Le Manoir Richelieu Golf Club - Richelieu/Tadoussac,"  181, rue Richelieu",La Malbaie,Quebec,CA,47.6204374,-70.14566978668948
773,0.6459584455863375,41_left,20306_right,Banff Spring Golf Course,Banff,Alberta,CA,2006,20307,The Fairmont Banff Springs Golf Course,  405 Spray Avenue,Banff,Alberta,CA,51.1640762,-115.56177489238125
823,0.896203754590958,42_left,7353_right,Samoset Resort,Rockport,Maine,US,2007,7354,Samoset Resort,  220 Warrenton St,Rockport,Maine,US,44.118569,-69.08351
824,0.6373116070456261,43_left,11429_right,Centennial Golf Club,Carmel,New York,US,2007,11430,Centennial Golf Club - Lakes/Meadows,  185 John Simpson Rd,Carmel,New York,US,41.4244204,-73.65097018048655
830,0.966709918518306,44_left,12216_right,West Point,West Point,New York,US,2007,12217,West Point Golf Course,  Route 218 and Route 9W,West Point,New York,US,41.396226,-73.982202
832,1.1976315975563288,45_left,11070_right,Rutgers University Golf Course,Piscatraway,New Jersey,US,2007,11071,Rutgers University Golf Course,  777 HOES LN W,Piscataway,New Jersey,US,40.51983935,-74.4739518996398
833,0.3309849918838921,46_left,7738_right,Cape Code Country Club,Brewster,Massachusetts,US,2008,7739,Cape Cod Country Club,  48 Theatre Dr,Hatchville,Massachusetts,US,41.620873,-70.562324
834,0.8795261198652102,47_left,7674_right,Eastward Ho!,Chatham,Massachusetts,US,2008,7675,Eastward Ho Country Club,  325 Fox Hill Rd,Chatham,Massachusetts,US,41.71586525,-69.98500426059451
835,0.9131133724886998,48_left,11396_right,Split Rock,Bronx,New York,US,2008,11397,Split Rock Golf Course,  870 Shore Rd,Bronx,New York,US,40.87273312033569,-73.80925958350291
836,0.14254560549413275,49_left,47_right,RTJ - Ross Bridge,Birmingham,Alabama,US,2010,48,RTJ Golf Trail at Oxmoor Valley - Ridge,  100 SUNBELT PKWY,Birmingham,Alabama,US,33.4167068,-86.87242317650268
839,1.3741645926219193,50_left,18356_right,Blackwolf Run - Meadow Valleys,Kohler,Wisconsin,US,2010,18357,Blackwolf Run Golf Course - Meadow Valleys,  1111 W Riverside Dr,Kohler,Wisconsin,US,43.7281062,-87.77243646325422
840,1.1846636737809677,51_left,18607_right,Whistling Straits - Irish Course,Sheboygan,Wisconsin,US,2010,18608,Whistling Straits - The Irish,  N 8501 Lakeshore Road,Sheboygan,Wisconsin,US,43.838932,-87.740826
943,0.9239533672842842,52_left,18608_right,Whistling Straits - Straits Course,Sheboygan,Wisconsin,US,2010,18609,Whistling Straits - The Straits,  N 8501 Lakeshore Road,Sheboygan,Wisconsin,US,43.838932,-87.740826
1047,0.8682988875746419,53_left,2123_right,Broadmoor - East,Colorado Springs,Colorado,US,2011,2124,Broadmoor Golf Club - East,  1 Lake Ave,Colorado Springs,Colorado,US,38.7910375,-104.85138687423111
1048,0.8819923153650764,54_left,2124_right,Broadmoor - Mountain,Colorado Springs,Colorado,US,2011,2125,Broadmoor Golf Club - Mountain,  1 Lake Ave,Colorado Springs,Colorado,US,38.7910375,-104.85138687423111
1049,0.9439779519587822,55_left,2125_right,Broadmoor - West,Colorado Springs,Colorado,US,2011,2126,Broadmoor Golf Club - West,  1 Lake Ave,Colorado Springs,Colorado,US,38.7910375,-104.85138687423111
1050,1.018191251924743,56_left,11577_right,Bethpage State Park - Black Course,Bethpage,New York,US,2011,11578,Bethpage State Park Golf Course - The Black,  99 Quaker Meetinghouse Rd,Farmingdale,New York,US,40.742354,-73.45519
1051,0.9669307209079584,57_left,12161_right,Tuxedo Club,Tuxedo Park,New York,US,2011,12162,The Tuxedo Club,  1 West Lake Road,Tuxedo Park,New York,US,41.206753,-74.2012735
1052,0.8529451354156306,58_left,24016_right,Royal Isabela,Isabella,Puerto Rico,US,2011,24017,Golf Links at Royal Isabela,  396 Ave Noel Estrada,Isabela,Puerto Rico,US,18.498802,-67.023659
1054,1.6885897141505886,59_left,10689_right,Mount Washington Resort - Pleasant,Bretton Woods,New Hampshire,US,2012,10690,Omni Mount Washington Resort - Mount Pleasant,  310 Mount Washington Road,Bretton Woods,New Hampshire,US,44.2573528,-71.43944751959097
1055,1.4621702126959684,60_left,10690_right,Mount Washington Resort - Wahsington,Bretton Woods,New Hampshire,US,2012,10691,Omni Mount Washington Resort - Mount Washington,  310 Mount Washington Road,Bretton Woods,New Hampshire,US,44.2573528,-71.43944751959097
1057,1.1294398568148918,61_left,11398_right,Van Cortlandt Park,Bronx,New York,US,2012,11399,Van Cortlandt Park Golf Course,  115 Van Cortlandt Park S,Bronx,New York,US,40.889105,-73.89230770919053
1058,1.1958165554748688,62_left,11542_right,Eisenhower Park - White,East Meadow,New York,US,2012,11543,Eisenhower Park Golf Course - White,  Stewart & Merrick Avenues,East Meadow,New York,US,40.732166,-73.564049
1061,0.976077665733794,63_left,17821_right,Newcastle - China Creek,Newcastle,Washington,US,2012,17822,Golf Club at Newcastle - China Creek,  15500 Six Penny Ln,Newcastle,Washington,US,47.5364342,-122.1384671
1062,0.9600877098135449,64_left,17822_right,Newcastle - Coal Creek,Newcastle,Washington,US,2012,17823,Golf Club at Newcastle - Coal Creek,  15500 Six Penny Ln,Newcastle,Washington,US,47.5364342,-122.1384671
1063,0.8954327397224487,65_left,17870_right,Redmond Ridge Golf Club,Redmond,Washington,US,2012,17871,The Golf Club at Redmond Ridge,  11825 Trilogy Parkway NE,Redmond,Washington,US,47.7040198,-122.0264148
1064,1.0150112276496908,66_left,3317_right,Miamai Beach Golf Club,Miami Beach,Florida,US,2013,3318,Miami Beach Golf Club,  2301 Alton Rd,Miami Beach,Florida,US,25.802199,-80.1360650831466
1065,1.266142571232439,67_left,3314_right,Trump National Doral - Blue Monster,Miami,Florida,US,2013,3315,Trump National Doral Miami - The Blue Monster,  4400 NW 87th Ave,Miami,Florida,US,25.7867392,-80.3366498
1066,0.44768265136294194,68_left,3313_right,Trump National Doral - Great White,Miami,Florida,US,2013,3314,Trump National Doral Miami - Silver Fox,  4400 NW 87th Ave,Miami,Florida,US,25.7867392,-80.3366498
1144,0.7638078594056549,69_left,17262_right,Stowe Mountain Club,Stowe,Vermont,US,2013,17263,Stowe Mountain Club Golf Course,  7416 Mountain Rd,Stowe,Vermont,US,44.52825023947112,-72.78131121351618
1145,0.6534729851843175,70_left,17261_right,Stowe County Club,Stowe,Vermont,US,2013,17262,Stowe Country Club,  7416 Mountain Rd,Stowe,Vermont,US,44.52825023947112,-72.78131121351618
1248,0.816975668383805,71_left,41_right,Highland Park Golf Course,Birmingham,Alabama,US,2013,42,Highland Park Golf Course,  3300 Highland Ave S,Birmingham,Alabama,US,33.51119265,-86.77407262143859
1249,0.44277081528361184,72_left,75_right,TimberCreek,Daphne,Alabama,US,2013,76,TimberCreek Golf Club - Dogwood/Pines,  9650 Timbercreek Blvd,Daphne,Alabama,US,30.671347,-87.860687
1252,0.7181012165696768,73_left,204_right,Arrowhead Country Club,Montgomery,Alabama,US,2014,205,Arrowhead Country Club,  50 Ocala Dr,Montgomery,Alabama,US,32.37815435,-86.14119689261965
1253,0.7293733661686731,74_left,3318_right,Normandy Shores,Miami,Florida,US,2014,3319,Normandy Shores Golf Course,  2401 Biarritz Dr,Miami Beach,Florida,US,25.85639125,-80.14441060672982
1254,0.40748755544519544,75_left,248_right,RTJ - Lakewood - Azalea,Fairhope,Alabama,US,2014,249,RTJ Golf Trail at Lakewood Golf Club - Azalea,  One Grand Blvd,Point Clear,Alabama,US,30.484411,-87.933268
1255,0.3684384456278843,76_left,249_right,RTJ - Lakewood - Dogwood,Fairhope,Alabama,US,2014,250,RTJ Golf Trail at Lakewood Golf Club - Dogwood,  One Grand Blvd,Point Clear,Alabama,US,30.484411,-87.933268
1256,0.5917923275582776,77_left,74_right,Lake Forest Golf Club,Daphne,Alabama,US,2014,75,Lake Forest Yacht & Country Club - Forest,  1 GOLF TER,Daphne,Alabama,US,30.646877449999998,-87.87411319208385
1337,1.0669403514001374,78_left,141_right,Gulf Shores Golf Club,Gulf Shores,Alabama,US,2014,142,Gulf Shores Golf Club,  520 CLUBHOUSE DR,Gulf Shores,Alabama,US,30.26758745,-87.70775214337735
1341,0.7705098014733683,79_left,3686_right,TPC Sawgrass - Dye's Valley Course,Ponte Vedra,Florida,US,2014,3687,TPC at Sawgrass - Valley,  110 Championship Way,Ponte Vedra Beach,Florida,US,30.19560685,-81.393715457703
1443,1.1291110704143226,80_left,3685_right,TPC Sawgrass - Stadium Course,Ponte Vedra,Florida,US,2014,3686,TPC at Sawgrass - Stadium,  110 Championship Way,Ponte Vedra Beach,Florida,US,30.19560685,-81.393715457703
1544,1.0123031575256445,81_left,4746_right,Black Rock,Coeur d'Alene,Idaho,US,2014,4747,The Golf Club at Black Rock,  18168 S Kimberlite Dr,Coeur D'Alene,Idaho,US,47.511398,-116.870512
1545,1.310081100843097,82_left,4743_right,Coeur D'Alene Resort GC,Couer d'Alene,Idaho,US,2014,4744,Coeur D'Alene Resort Golf Course,  900 Floating Green Dr,Coeur D'Alene,Idaho,US,47.666042149999996,-116.75687943087546
1546,1.671793769293145,83_left,1512_right,Pelican Hill Golf Club - The Ocean North,Newport Coast,California,US,2015,1513,Pelican Hill Golf Club - The Ocean North,  22701 Pelican Hill Rd S,Newport Coast,California,US,33.58822845,-117.84201479873882
1547,1.6616025764230398,84_left,1513_right,Pelican Hill Golf Club - The Ocean South,Newport Coast,California,US,2015,1514,Pelican Hill Golf Club - The Ocean South,  22701 Pelican Hill Rd S,Newport Coast,California,US,33.58822845,-117.84201479873882
1548,1.0705549320355108,85_left,11610_right,Garden City Golf Club,Garden City,New York,US,2015,11611,Garden City Golf Club,  315 Stewart Ave,Garden City,New York,US,40.7309822,-73.64643797929868
1549,0.49281164482050194,86_left,12128_right,LaTourette,Staten Island,New York,US,2015,12129,La Tourette Golf Course,  1001 Richmond Hill Rd,Staten Island,New York,US,40.57317299758045,-74.1464934235785
1553,0.9519779596892708,87_left,12130_right,Silver Lake,Staten Island,New York,US,2015,12131,Silver Lake Golf Course,  915 Victory Blvd,Staten Island,New York,US,40.62237315,-74.09791687768126
1554,1.0636413256713526,88_left,11397_right,Trump Ferry Point,Bronx,New York,US,2015,11398,Trump Golf Links Ferry Point,  500 Hutchinson River Parkway,Bronx,New York,US,40.8121,-73.8329
1555,0.8719949359619817,89_left,17124_right,Park City Golf Course,Park City,Utah,US,2015,17125,Park City Golf Course,  1541 THAYNES CANYON DR,Park City,Utah,US,40.6653121,-111.51756444575474
1559,0.4772528073677144,90_left,4681_right,Ka'anapali,Lahaina,Hawaii,US,2016,4682,Kaanapali Golf Course - Kai,  2290 Kaanapali Parkway,Lahaina,Hawaii,US,20.919338,-156.690821
1563,0.7538098479994993,91_left,8124_right,Bay Harbor Golf Club - 27,Bay Harbor,Michigan,US,2016,8125,Bay Harbor Golf Club - Preserve,  5800 Coastal Ridge Drive,Bay Harbor,Michigan,US,45.3624499,-85.0560398
1567,0.9790902966107219,92_left,8827_right,Crooked Tree Golf Club,Petoskey,Michigan,US,2016,8828,Crooked Tree Golf Club,  600 Crooked Tree Dr,Petoskey,Michigan,US,45.355913,-85.011696
1568,0.2104920445892034,93_left,11520_right,Douglaston,Queens,New York,US,2016,11521,Douglaston Golf Club,  6320 Marathon Pkwy,Douglaston,New York,US,40.767441,-73.736864
1669,1.5397155123636321,94_left,2418_right,Griffith E. Harris Golf Course,Greenwich,Connecticut,US,2016,2419,Griffith E. Harris Golf Course,  1300 KING ST,Greenwich,Connecticut,US,41.0787562,-73.70070813885607
1670,0.9758835663178725,95_left,11400_right,Dyker Beach,Brooklyn,New York,US,2016,11401,Dyker Beach Golf Course,  7th Ave and 86th St,Brooklyn,New York,US,40.618162,-74.020912
1671,0.2748830267589437,96_left,11401_right,Marine Park,New York,New York,US,2016,11402,Marine Park Golf Course,  2880 Flatbush Ave,Brooklyn,New York,US,40.6070405879397,-73.91953933165829
1672,1.0157711895962744,97_left,12073_right,Saxon Woods,Scarsdale,New York,US,2016,12074,Saxon Woods Golf Course,  315 MAMARONECK RD,Scarsdale,New York,US,40.97859273043415,-73.76125506842997
1674,1.1471708675987893,98_left,12246_right,Windham Country Club,Windham,New York,US,2016,12247,Windham Country Club,  Country Rd,Windham,New York,US,42.361745,-74.2375539
1675,-0.1671661178479996,99_left,15937_right,Fairways and Greens Golf Center,Knoxville,Tennessee,US,2016,15938,Willow Creek Golf Club,  12003 Kingston Pike,Knoxville,Tennessee,US,35.871309235208756,-84.18202035689444
1897,0.7667712232014254,100_left,2566_right,Rolling Hills,Wilton,Connecticut,US,2017,2567,Rolling Hills Country Club,  333 Hurlbutt St,Wilton,Connecticut,US,41.210014,-73.41875263795772
1898,1.0463049771980433,101_left,10941_right,Skyway,Jersey City,New Jersey,US,2017,10942,Skyway Golf Course,  515 Duncan Ave,Jersey City,New Jersey,US,40.7326693629565,-74.09025847244041
1899,1.232975557630323,102_left,21353_right,Fox Harb'r Resort,Wallace,Nova Scotia,CA,2017,21354,Fox Harb'r Golf Resort & Spa - Executive Course,  1337 Fox Harbour Rd,Wallace,Nova Scotia,CA,45.8569516,-63.4892467
1901,1.234605493786104,103_left,21338_right,Northumberland Links,Pugwash,Nova Scotia,CA,2017,21339,Northumberland Links,  1776 Gulf Shore Rd,Pugwash,Nova Scotia,CA,45.8711,-63.5773
1902,1.1459038996100082,104_left,17272_right,Mount Snow,West Dover,Vermont,US,2017,17273,Mount Snow Golf Club,  95 Country Club Rd,West Dover,Vermont,US,42.932933649999995,-72.87221405909199
1903,0.7652162890646863,105_left,210_right,Montgomery Country Club,Montgomery,Alabama,US,2018,211,Montgomery Country Club,  3001 Narrow Lane Rd,Montgomery,Alabama,US,32.35194,-86.282441
1906,0.6503586482642197,106_left,2057_right,Beaver Creek,Avon,Colorado,US,2018,2058,Beaver Creek Golf Club,  103 Offerson Rd,Avon,Colorado,US,39.605388,-106.514761
1908,1.377730319638655,107_left,2354_right,Red Sky Golf Club - Fazio Course,Wolcott,Colorado,US,2018,2355,Red Sky Golf Club - Fazio Course,  376 Red Sky Rd,Wolcott,Colorado,US,39.687773,-106.68071
1909,1.397864639111684,108_left,2355_right,Red Sky Golf Club - Norman Course,Wolcott,Colorado,US,2018,2356,Red Sky Golf Club - Norman Course,  376 Red Sky Rd,Wolcott,Colorado,US,39.687773,-106.68071
1910,0.7667040911912965,109_left,12045_right,Apawamis Club,Rye,New York,US,2018,12046,The Apawamis Club,  2 Club Rd,Rye,New York,US,40.9861091,-73.6887033
1912,0.16215997101392457,110_left,12252_right,Forest Park,New York,New York,US,2018,12253,Forest Park Golf Course,  101 FOREST PARK DR,Woodhaven,New York,US,40.690508,-73.857326
1913,0.329572891970722,111_left,11593_right,Kissena Park,Queens,New York,US,2018,11594,Kissena Park Golf Course,  165-14 Booth Memorial Ave,Flushing,New York,US,40.744764,-73.798119
1963,0.7246110672883032,112_left,14138_right,Bandon Dunes,Bandon,Oregon,US,2018,14139,Bandon Dunes Golf Resort - Bandon Dunes,  57744 Round Lake Dr,Bandon,Oregon,US,43.1878,-124.3912
1969,0.6649226206179581,113_left,14139_right,Bandon Preserve,Bandon,Oregon,US,2018,14140,Bandon Dunes Golf Resort - Bandon Preserve,  57744 Round Lake Drive,Bandon,Oregon,US,43.106694,-124.378355
1970,0.6594256494666398,114_left,14140_right,Bandon Trails,Bandon,Oregon,US,2018,14141,Bandon Dunes Golf Resort - Bandon Trails,  57744 Round Lake Drive,Bandon,Oregon,US,43.1811,-124.384
1971,0.3829211981703899,115_left,14252_right,Diamond Woods,Eugene,Oregon,US,2018,14253,Diamond Woods Golf Course,  96040 Territorial Highway,Monroe,Oregon,US,44.2713,-123.298
1972,0.516560968795364,116_left,14141_right,Old Macdonald,Bandon,Oregon,US,2018,14142,Bandon Dunes Golf Resort - Old Macdonald,  57744 Round Lake Drive,Bandon,Oregon,US,43.2063,-124.3897
1973,0.6008403595353324,117_left,14142_right,Pacific Dunes,Bandon,Oregon,US,2018,14143,Bandon Dunes Golf Resort - Pacific Dunes,  57744 Round Lake Drive,Bandon,Oregon,US,43.106694,-124.378355
1974,1.2249582302070954,118_left,268_right,Farmlinks at Purcell Farms,Sylacauga,Alabama,US,2019,269,Farmlinks Golf Club at Pursell Farms,  386 Talladega Springs Rd,Sylacauga,Alabama,US,33.12365185,-86.41999598477571
1975,-0.12476744126431316,119_left,11996_right,Citi Field,Queens,New York,US,2019,11997,Quogue Field Club,  6 CLUB LN,Quogue,New York,US,40.816778549999995,-72.59243095005638
2174,0.6447504513491137,120_left,11356_right,Clearview Park Golf Course,New York,New York,US,2019,11357,Clearview Park Golf Course,  202-12 Willets Point Blvd,Bayside,New York,US,40.78655045,-73.7895000241553
2175,0.08033038803972078,121_left,12241_right,Hiland Park Country Club,Queensbury,New York,US,2019,12242,Park Country Club,  4949 Sheridan Dr,Williamsville,New York,US,42.9777574,-78.7194573
2180,0.08164785347929505,122_left,11407_right,South Shore Golf Club,Staten Island,New York,US,2019,11408,South Park Golf Club,  2535 South Park Avenue,Buffalo,New York,US,42.83106553061224,-78.82404704081632
2237,0.1707801315121945,123_left,11394_right,Mosholu,New York,New York,US,2019,11395,Mosholu Golf Course,  3545 Jerome Ave,Bronx,New York,US,40.882170925531916,-73.88200919148936
2238,0.5558354216965516,124_left,11373_right,Sagamore Golf Club,Bolton,New York,US,2019,11374,The Sagamore Resort & Golf Club,  110 Sagamore Rd,Bolton Landing,New York,US,43.5557234,-73.6455597
2239,1.1534288092733074,125_left,12774_right,Mid Pines Club,Southern Pines,North Carolina,US,2019,12775,Mid Pines Inn & Golf Club,  1010 Midland Rd,Southern Pines,North Carolina,US,35.1917569,-79.3965685910872
2242,0.7956647336351316,126_left,12683_right,Pinehurst #2,Pinehurst,North Carolina,US,2019,12684,Pinehurst Resort - #2,  80 Carolina Vista Drive,Pinehurst,North Carolina,US,35.1926,-79.4639
2243,0.8067718896029776,127_left,12685_right,Pinehurst #4,Pinehurst,North Carolina,US,2019,12686,Pinehurst Resort - #4,  80 Carolina Vista Drive,Pinehurst,North Carolina,US,35.1877,-79.4651
2244,0.813800335113474,128_left,12689_right,Pinehurst #8,Pinehurst,North Carolina,US,2019,12690,Pinehurst Resort - #8,  100 Centennial Boulevard,Pinehurst,North Carolina,US,35.2172393,-79.4773277
2245,0.9547676708923505,129_left,12754_right,Tobacco Road,Sanford,North Carolina,US,2019,12755,Tobacco Road Golf Club,  442 Tobacco Rd,Sanford,North Carolina,US,35.3985925,-79.21239179249083
2246,0.9617220117775994,130_left,10909_right,Ballyowen Golf Club,Hamburg,New Jersey,US,2020,10910,Ballyowen Golf Club,  105 WHEATSWORTH RD,Hamburg,New Jersey,US,41.14416687843464,-74.58078550275889
2248,1.2595711042356093,131_left,10943_right,Galloping Hill Golf Course,Kenilworth,New Jersey,US,2020,10944,Galloping Hill Golf Course - Nine Hole,  3 Golf Dr,Kenilworth,New Jersey,US,40.6799507,-74.2788615
